,spatial-minus-zoneMean-mrt,Size,Design,Weather,Operation
9539,2.37,Small,Medium,TMY,PASSIVE
9540,2.45,Small,Medium,TMY,PASSIVE
9541,2.45,Small,Medium,TMY,PASSIVE
9542,1.91,Small,Medium,TMY,PASSIVE
9543,0.65,Small,Medium,TMY,PASSIVE
9544,0.28,Small,Medium,TMY,PASSIVE
9545,0.25,Small,Medium,TMY,PASSIVE
9546,-0.13,Small,Medium,TMY,PASSIVE
9547,-0.22,Small,Medium,TMY,PASSIVE
9548,-0.22,Small,Medium,TMY,PASSIVE
9549,-0.21,Small,Medium,TMY,PASSIVE
9550,-0.21,Small,Medium,TMY,PASSIVE
9551,-0.25,Small,Medium,TMY,PASSIVE
9552,-0.28,Small,Medium,TMY,PASSIVE
9553,-0.28,Small,Medium,TMY,PASSIVE
9554,-0.29,Small,Medium,TMY,PASSIVE
9555,-0.3,Small,Medium,TMY,PASSIVE
9556,-0.3,Small,Medium,TMY,PASSIVE
9557,-0.27,Small,Medium,TMY,PASSIVE
9558,0.14,Small,Medium,TMY,PASSIVE
9559,0.48,Small,Medium,TMY,PASSIVE
9560,1.16,Small,Medium,TMY,PASSIVE
9561,2.05,Small,Medium,TMY,PASSIVE
9562,2.58,Small,Medium,TMY,PASSIVE
9563,2.85,Small,Medium,TMY,PASSIVE
9564,2.48,Small,Medium,TMY,PASSIVE
9565,2.47,Small,Medium,TMY,PASSIVE
9566,1.85,Small,Medium,TMY,PASSIVE
9567,0.85,Small,Medium,TMY,PASSIVE
9568,0.31,Small,Medium,TMY,PASSIVE
9569,0.19,Small,Medium,TMY,PASSIVE
9570,-0.15,Small,Medium,TMY,PASSIVE
9571,-0.24,Small,Medium,TMY,PASSIVE
9572,-0.21,Small,Medium,TMY,PASSIVE
9573,-0.21,Small,Medium,TMY,PASSIVE
9574,-0.22,Small,Medium,TMY,PASSIVE
9575,-0.21,Small,Medium,TMY,PASSIVE
9576,-0.22,Small,Medium,TMY,PASSIVE
9577,-0.24,Small,Medium,TMY,PASSIVE
9578,-0.28,Small,Medium,TMY,PASSIVE
9579,-0.31,Small,Medium,TMY,PASSIVE
9580,-0.32,Small,Medium,TMY,PASSIVE
9581,-0.3,Small,Medium,TMY,PASSIVE
9582,0.19,Small,Medium,TMY,PASSIVE
9583,0.54,Small,Medium,TMY,PASSIVE
9584,1.07,Small,Medium,TMY,PASSIVE
9585,2.14,Small,Medium,TMY,PASSIVE
9586,2.43,Small,Medium,TMY,PASSIVE
9587,2.88,Small,Medium,TMY,PASSIVE
9588,2.55,Small,Medium,TMY,PASSIVE
9589,2.09,Small,Medium,TMY,PASSIVE
9590,1.16,Small,Medium,TMY,PASSIVE
9591,1.16,Small,Medium,TMY,PASSIVE
9592,0.76,Small,Medium,TMY,PASSIVE
9593,0.38,Small,Medium,TMY,PASSIVE
9594,-0.13,Small,Medium,TMY,PASSIVE
9595,-0.23,Small,Medium,TMY,PASSIVE
9596,-0.23,Small,Medium,TMY,PASSIVE
9597,-0.24,Small,Medium,TMY,PASSIVE
9598,-0.24,Small,Medium,TMY,PASSIVE
9599,-0.25,Small,Medium,TMY,PASSIVE
9600,-0.26,Small,Medium,TMY,PASSIVE
9601,-0.27,Small,Medium,TMY,PASSIVE
9602,-0.29,Small,Medium,TMY,PASSIVE
9603,-0.31,Small,Medium,TMY,PASSIVE
9604,-0.33,Small,Medium,TMY,PASSIVE
9605,-0.3,Small,Medium,TMY,PASSIVE
9606,0.13,Small,Medium,TMY,PASSIVE
9607,0.59,Small,Medium,TMY,PASSIVE
9608,1.33,Small,Medium,TMY,PASSIVE
9609,1.66,Small,Medium,TMY,PASSIVE
9610,2.47,Small,Medium,TMY,PASSIVE
9611,2.59,Small,Medium,TMY,PASSIVE
9612,2.84,Small,Medium,TMY,PASSIVE
9613,2.46,Small,Medium,TMY,PASSIVE
9614,1.55,Small,Medium,TMY,PASSIVE
9615,0.73,Small,Medium,TMY,PASSIVE
9616,0.28,Small,Medium,TMY,PASSIVE
9617,0.16,Small,Medium,TMY,PASSIVE
9618,-0.24,Small,Medium,TMY,PASSIVE
9619,-0.35,Small,Medium,TMY,PASSIVE
9620,-0.35,Small,Medium,TMY,PASSIVE
9621,-0.35,Small,Medium,TMY,PASSIVE
9622,-0.38,Small,Medium,TMY,PASSIVE
9623,-0.41,Small,Medium,TMY,PASSIVE
9624,-0.42,Small,Medium,TMY,PASSIVE
9625,-0.43,Small,Medium,TMY,PASSIVE
9626,-0.44,Small,Medium,TMY,PASSIVE
9627,-0.46,Small,Medium,TMY,PASSIVE
9628,-0.47,Small,Medium,TMY,PASSIVE
9629,-0.46,Small,Medium,TMY,PASSIVE
9630,0.16,Small,Medium,TMY,PASSIVE
9631,0.24,Small,Medium,TMY,PASSIVE
9632,0.53,Small,Medium,TMY,PASSIVE
9633,1.19,Small,Medium,TMY,PASSIVE
9634,1.56,Small,Medium,TMY,PASSIVE
9635,1.92,Small,Medium,TMY,PASSIVE
9636,1.8,Small,Medium,TMY,PASSIVE
9637,1.46,Small,Medium,TMY,PASSIVE
9638,0.93,Small,Medium,TMY,PASSIVE
9639,0.56,Small,Medium,TMY,PASSIVE
9640,0.14,Small,Medium,TMY,PASSIVE
9641,0.13,Small,Medium,TMY,PASSIVE
9642,-0.26,Small,Medium,TMY,PASSIVE
9643,-0.29,Small,Medium,TMY,PASSIVE
9644,-0.22,Small,Medium,TMY,PASSIVE
9645,-0.19,Small,Medium,TMY,PASSIVE
9646,-0.21,Small,Medium,TMY,PASSIVE
9647,-0.25,Small,Medium,TMY,PASSIVE
9648,-0.28,Small,Medium,TMY,PASSIVE
9649,-0.31,Small,Medium,TMY,PASSIVE
9650,-0.31,Small,Medium,TMY,PASSIVE
9651,-0.31,Small,Medium,TMY,PASSIVE
9652,-0.33,Small,Medium,TMY,PASSIVE
9653,-0.33,Small,Medium,TMY,PASSIVE
9654,0.12,Small,Medium,TMY,PASSIVE
9655,0.54,Small,Medium,TMY,PASSIVE
9656,1.24,Small,Medium,TMY,PASSIVE
9657,2.05,Small,Medium,TMY,PASSIVE
9658,2.24,Small,Medium,TMY,PASSIVE
9659,2.38,Small,Medium,TMY,PASSIVE
9660,2.22,Small,Medium,TMY,PASSIVE
9661,2.01,Small,Medium,TMY,PASSIVE
9662,1.79,Small,Medium,TMY,PASSIVE
9663,1.0,Small,Medium,TMY,PASSIVE
9664,0.45,Small,Medium,TMY,PASSIVE
9665,0.2,Small,Medium,TMY,PASSIVE
9666,-0.24,Small,Medium,TMY,PASSIVE
9667,-0.26,Small,Medium,TMY,PASSIVE
9668,-0.23,Small,Medium,TMY,PASSIVE
9669,-0.24,Small,Medium,TMY,PASSIVE
9670,-0.28,Small,Medium,TMY,PASSIVE
9671,-0.31,Small,Medium,TMY,PASSIVE
9672,-0.35,Small,Medium,TMY,PASSIVE
9673,-0.38,Small,Medium,TMY,PASSIVE
9674,-0.37,Small,Medium,TMY,PASSIVE
9675,-0.34,Small,Medium,TMY,PASSIVE
9676,-0.34,Small,Medium,TMY,PASSIVE
9677,-0.35,Small,Medium,TMY,PASSIVE
9678,-0.14,Small,Medium,TMY,PASSIVE
9679,0.16,Small,Medium,TMY,PASSIVE
9680,0.68,Small,Medium,TMY,PASSIVE
9681,0.67,Small,Medium,TMY,PASSIVE
9682,0.77,Small,Medium,TMY,PASSIVE
9683,0.62,Small,Medium,TMY,PASSIVE
9684,0.32,Small,Medium,TMY,PASSIVE
9685,0.51,Small,Medium,TMY,PASSIVE
9686,0.35,Small,Medium,TMY,PASSIVE
9687,0.36,Small,Medium,TMY,PASSIVE
9688,0.22,Small,Medium,TMY,PASSIVE
9689,0.12,Small,Medium,TMY,PASSIVE
9690,-0.25,Small,Medium,TMY,PASSIVE
9691,-0.28,Small,Medium,TMY,PASSIVE
9692,-0.26,Small,Medium,TMY,PASSIVE
9693,-0.23,Small,Medium,TMY,PASSIVE
9694,-0.22,Small,Medium,TMY,PASSIVE
9695,-0.21,Small,Medium,TMY,PASSIVE
9696,-0.2,Small,Medium,TMY,PASSIVE
9697,-0.18,Small,Medium,TMY,PASSIVE
9698,-0.21,Small,Medium,TMY,PASSIVE
9699,-0.23,Small,Medium,TMY,PASSIVE
9700,-0.22,Small,Medium,TMY,PASSIVE
9701,-0.18,Small,Medium,TMY,PASSIVE
9702,0.04,Small,Medium,TMY,PASSIVE
9703,0.37,Small,Medium,TMY,PASSIVE
9704,0.89,Small,Medium,TMY,PASSIVE
9705,1.51,Small,Medium,TMY,PASSIVE
9706,1.87,Small,Medium,TMY,PASSIVE
9707,2.26,Small,Medium,TMY,PASSIVE
9708,2.62,Small,Medium,TMY,PASSIVE
9709,2.31,Small,Medium,TMY,PASSIVE
9710,1.68,Small,Medium,TMY,PASSIVE
9711,1.41,Small,Medium,TMY,PASSIVE
9712,0.85,Small,Medium,TMY,PASSIVE
9713,0.36,Small,Medium,TMY,PASSIVE
9714,-0.17,Small,Medium,TMY,PASSIVE
9715,-0.2,Small,Medium,TMY,PASSIVE
9716,-0.16,Small,Medium,TMY,PASSIVE
9717,-0.14,Small,Medium,TMY,PASSIVE
9718,-0.15,Small,Medium,TMY,PASSIVE
9719,-0.15,Small,Medium,TMY,PASSIVE
9720,-0.13,Small,Medium,TMY,PASSIVE
9721,-0.15,Small,Medium,TMY,PASSIVE
9722,-0.16,Small,Medium,TMY,PASSIVE
9723,-0.16,Small,Medium,TMY,PASSIVE
9724,-0.17,Small,Medium,TMY,PASSIVE
9725,-0.16,Small,Medium,TMY,PASSIVE
9726,0.04,Small,Medium,TMY,PASSIVE
9727,0.26,Small,Medium,TMY,PASSIVE
9728,0.35,Small,Medium,TMY,PASSIVE
9729,0.46,Small,Medium,TMY,PASSIVE
9730,1.09,Small,Medium,TMY,PASSIVE
9731,1.92,Small,Medium,TMY,PASSIVE
9732,2.4,Small,Medium,TMY,PASSIVE
9733,2.39,Small,Medium,TMY,PASSIVE
9734,1.78,Small,Medium,TMY,PASSIVE
9735,0.83,Small,Medium,TMY,PASSIVE
9736,0.44,Small,Medium,TMY,PASSIVE
9737,0.12,Small,Medium,TMY,PASSIVE
9738,-0.18,Small,Medium,TMY,PASSIVE
9739,-0.19,Small,Medium,TMY,PASSIVE
9740,-0.18,Small,Medium,TMY,PASSIVE
9741,-0.17,Small,Medium,TMY,PASSIVE
9742,-0.17,Small,Medium,TMY,PASSIVE
9743,-0.2,Small,Medium,TMY,PASSIVE
9744,-0.23,Small,Medium,TMY,PASSIVE
9745,-0.23,Small,Medium,TMY,PASSIVE
9746,-0.22,Small,Medium,TMY,PASSIVE
9747,-0.22,Small,Medium,TMY,PASSIVE
9748,-0.22,Small,Medium,TMY,PASSIVE
9749,-0.19,Small,Medium,TMY,PASSIVE
9750,0.21,Small,Medium,TMY,PASSIVE
9751,0.63,Small,Medium,TMY,PASSIVE
9752,1.07,Small,Medium,TMY,PASSIVE
9753,1.76,Small,Medium,TMY,PASSIVE
9754,2.42,Small,Medium,TMY,PASSIVE
9755,2.35,Small,Medium,TMY,PASSIVE
9756,3.08,Small,Medium,TMY,PASSIVE
9757,2.1,Small,Medium,TMY,PASSIVE
9758,1.5,Small,Medium,TMY,PASSIVE
9759,0.79,Small,Medium,TMY,PASSIVE
9760,0.32,Small,Medium,TMY,PASSIVE
9761,0.15,Small,Medium,TMY,PASSIVE
9762,-0.13,Small,Medium,TMY,PASSIVE
9763,-0.22,Small,Medium,TMY,PASSIVE
9764,-0.23,Small,Medium,TMY,PASSIVE
9765,-0.24,Small,Medium,TMY,PASSIVE
9766,-0.25,Small,Medium,TMY,PASSIVE
9767,-0.25,Small,Medium,TMY,PASSIVE
9768,-0.25,Small,Medium,TMY,PASSIVE
9769,-0.28,Small,Medium,TMY,PASSIVE
9770,-0.29,Small,Medium,TMY,PASSIVE
9771,-0.29,Small,Medium,TMY,PASSIVE
9772,-0.3,Small,Medium,TMY,PASSIVE
9773,-0.31,Small,Medium,TMY,PASSIVE
9774,0.1,Small,Medium,TMY,PASSIVE
9775,0.36,Small,Medium,TMY,PASSIVE
9776,1.05,Small,Medium,TMY,PASSIVE
9777,1.69,Small,Medium,TMY,PASSIVE
9778,1.79,Small,Medium,TMY,PASSIVE
9779,2.09,Small,Medium,TMY,PASSIVE
9780,2.14,Small,Medium,TMY,PASSIVE
9781,2.21,Small,Medium,TMY,PASSIVE
9782,1.79,Small,Medium,TMY,PASSIVE
9783,1.17,Small,Medium,TMY,PASSIVE
9784,0.4,Small,Medium,TMY,PASSIVE
9785,0.13,Small,Medium,TMY,PASSIVE
9786,-0.28,Small,Medium,TMY,PASSIVE
9787,-0.34,Small,Medium,TMY,PASSIVE
9788,-0.32,Small,Medium,TMY,PASSIVE
9789,-0.33,Small,Medium,TMY,PASSIVE
9790,-0.32,Small,Medium,TMY,PASSIVE
9791,-0.32,Small,Medium,TMY,PASSIVE
9792,-0.34,Small,Medium,TMY,PASSIVE
9793,-0.37,Small,Medium,TMY,PASSIVE
9794,-0.38,Small,Medium,TMY,PASSIVE
9795,-0.38,Small,Medium,TMY,PASSIVE
9796,-0.38,Small,Medium,TMY,PASSIVE
9797,-0.37,Small,Medium,TMY,PASSIVE
9798,0.13,Small,Medium,TMY,PASSIVE
9799,0.56,Small,Medium,TMY,PASSIVE
9800,1.08,Small,Medium,TMY,PASSIVE
9801,1.73,Small,Medium,TMY,PASSIVE
9802,2.65,Small,Medium,TMY,PASSIVE
9803,2.53,Small,Medium,TMY,PASSIVE
9804,2.29,Small,Medium,TMY,PASSIVE
9805,1.83,Small,Medium,TMY,PASSIVE
9806,1.31,Small,Medium,TMY,PASSIVE
9807,1.22,Small,Medium,TMY,PASSIVE
9808,0.54,Small,Medium,TMY,PASSIVE
9809,0.18,Small,Medium,TMY,PASSIVE
9810,-0.21,Small,Medium,TMY,PASSIVE
9811,-0.25,Small,Medium,TMY,PASSIVE
9812,-0.24,Small,Medium,TMY,PASSIVE
9813,-0.23,Small,Medium,TMY,PASSIVE
9814,-0.24,Small,Medium,TMY,PASSIVE
9815,-0.26,Small,Medium,TMY,PASSIVE
9816,-0.3,Small,Medium,TMY,PASSIVE
9817,-0.34,Small,Medium,TMY,PASSIVE
9818,-0.37,Small,Medium,TMY,PASSIVE
9819,-0.37,Small,Medium,TMY,PASSIVE
9820,-0.38,Small,Medium,TMY,PASSIVE
9821,-0.37,Small,Medium,TMY,PASSIVE
9822,0.13,Small,Medium,TMY,PASSIVE
9823,0.41,Small,Medium,TMY,PASSIVE
9824,0.84,Small,Medium,TMY,PASSIVE
9825,1.72,Small,Medium,TMY,PASSIVE
9826,2.51,Small,Medium,TMY,PASSIVE
9827,2.78,Small,Medium,TMY,PASSIVE
9828,2.53,Small,Medium,TMY,PASSIVE
9829,1.85,Small,Medium,TMY,PASSIVE
9830,1.12,Small,Medium,TMY,PASSIVE
9831,0.55,Small,Medium,TMY,PASSIVE
9832,0.21,Small,Medium,TMY,PASSIVE
9833,0.14,Small,Medium,TMY,PASSIVE
9834,-0.25,Small,Medium,TMY,PASSIVE
9835,-0.27,Small,Medium,TMY,PASSIVE
9836,-0.24,Small,Medium,TMY,PASSIVE
9837,-0.22,Small,Medium,TMY,PASSIVE
9838,-0.22,Small,Medium,TMY,PASSIVE
9839,-0.25,Small,Medium,TMY,PASSIVE
9840,-0.28,Small,Medium,TMY,PASSIVE
9841,-0.31,Small,Medium,TMY,PASSIVE
9842,-0.32,Small,Medium,TMY,PASSIVE
9843,-0.33,Small,Medium,TMY,PASSIVE
9844,-0.34,Small,Medium,TMY,PASSIVE
9845,-0.34,Small,Medium,TMY,PASSIVE
9846,0.12,Small,Medium,TMY,PASSIVE
9847,0.57,Small,Medium,TMY,PASSIVE
9848,0.88,Small,Medium,TMY,PASSIVE
9849,1.51,Small,Medium,TMY,PASSIVE
9850,1.77,Small,Medium,TMY,PASSIVE
9851,2.01,Small,Medium,TMY,PASSIVE
9852,2.03,Small,Medium,TMY,PASSIVE
9853,1.66,Small,Medium,TMY,PASSIVE
9854,1.02,Small,Medium,TMY,PASSIVE
9855,0.56,Small,Medium,TMY,PASSIVE
9856,0.39,Small,Medium,TMY,PASSIVE
9857,0.15,Small,Medium,TMY,PASSIVE
9858,-0.32,Small,Medium,TMY,PASSIVE
9859,-0.29,Small,Medium,TMY,PASSIVE
9860,-0.26,Small,Medium,TMY,PASSIVE
9861,-0.24,Small,Medium,TMY,PASSIVE
9862,-0.23,Small,Medium,TMY,PASSIVE
9863,-0.26,Small,Medium,TMY,PASSIVE
9864,-0.29,Small,Medium,TMY,PASSIVE
9865,-0.3,Small,Medium,TMY,PASSIVE
9866,-0.31,Small,Medium,TMY,PASSIVE
9867,-0.3,Small,Medium,TMY,PASSIVE
9868,-0.3,Small,Medium,TMY,PASSIVE
9869,-0.29,Small,Medium,TMY,PASSIVE
9870,-0.12,Small,Medium,TMY,PASSIVE
9871,0.43,Small,Medium,TMY,PASSIVE
9872,0.62,Small,Medium,TMY,PASSIVE
9873,0.61,Small,Medium,TMY,PASSIVE
9874,1.33,Small,Medium,TMY,PASSIVE
9875,3.4,Small,Medium,TMY,PASSIVE
9876,2.58,Small,Medium,TMY,PASSIVE
9877,2.07,Small,Medium,TMY,PASSIVE
9878,1.35,Small,Medium,TMY,PASSIVE
9879,0.76,Small,Medium,TMY,PASSIVE
9880,0.31,Small,Medium,TMY,PASSIVE
9881,0.15,Small,Medium,TMY,PASSIVE
9882,-0.31,Small,Medium,TMY,PASSIVE
9883,-0.31,Small,Medium,TMY,PASSIVE
9884,-0.25,Small,Medium,TMY,PASSIVE
9885,-0.22,Small,Medium,TMY,PASSIVE
9886,-0.22,Small,Medium,TMY,PASSIVE
9887,-0.24,Small,Medium,TMY,PASSIVE
9888,-0.27,Small,Medium,TMY,PASSIVE
9889,-0.29,Small,Medium,TMY,PASSIVE
9890,-0.3,Small,Medium,TMY,PASSIVE
9891,-0.3,Small,Medium,TMY,PASSIVE
9892,-0.3,Small,Medium,TMY,PASSIVE
9893,-0.29,Small,Medium,TMY,PASSIVE
9894,0.1,Small,Medium,TMY,PASSIVE
9895,0.58,Small,Medium,TMY,PASSIVE
9896,0.96,Small,Medium,TMY,PASSIVE
9897,1.51,Small,Medium,TMY,PASSIVE
9898,1.71,Small,Medium,TMY,PASSIVE
9899,1.96,Small,Medium,TMY,PASSIVE
9900,1.94,Small,Medium,TMY,PASSIVE
9901,1.58,Small,Medium,TMY,PASSIVE
9902,0.92,Small,Medium,TMY,PASSIVE
9903,0.43,Small,Medium,TMY,PASSIVE
9904,0.18,Small,Medium,TMY,PASSIVE
9905,-0.16,Small,Medium,TMY,PASSIVE
9906,-0.38,Small,Medium,TMY,PASSIVE
9907,-0.41,Small,Medium,TMY,PASSIVE
9908,-0.32,Small,Medium,TMY,PASSIVE
9909,-0.27,Small,Medium,TMY,PASSIVE
9910,-0.27,Small,Medium,TMY,PASSIVE
9911,-0.29,Small,Medium,TMY,PASSIVE
9912,-0.32,Small,Medium,TMY,PASSIVE
9913,-0.34,Small,Medium,TMY,PASSIVE
9914,-0.36,Small,Medium,TMY,PASSIVE
9915,-0.39,Small,Medium,TMY,PASSIVE
9916,-0.4,Small,Medium,TMY,PASSIVE
9917,-0.41,Small,Medium,TMY,PASSIVE
9918,0.16,Small,Medium,TMY,PASSIVE
9919,0.31,Small,Medium,TMY,PASSIVE
9920,0.47,Small,Medium,TMY,PASSIVE
9921,1.21,Small,Medium,TMY,PASSIVE
9922,1.57,Small,Medium,TMY,PASSIVE
9923,1.95,Small,Medium,TMY,PASSIVE
9924,1.96,Small,Medium,TMY,PASSIVE
9925,1.61,Small,Medium,TMY,PASSIVE
9926,1.04,Small,Medium,TMY,PASSIVE
9927,0.6,Small,Medium,TMY,PASSIVE
9928,0.29,Small,Medium,TMY,PASSIVE
9929,0.15,Small,Medium,TMY,PASSIVE
9930,-0.26,Small,Medium,TMY,PASSIVE
9931,-0.34,Small,Medium,TMY,PASSIVE
9932,-0.37,Small,Medium,TMY,PASSIVE
9933,-0.37,Small,Medium,TMY,PASSIVE
9934,-0.37,Small,Medium,TMY,PASSIVE
9935,-0.43,Small,Medium,TMY,PASSIVE
9936,-0.46,Small,Medium,TMY,PASSIVE
9937,-0.45,Small,Medium,TMY,PASSIVE
9938,-0.44,Small,Medium,TMY,PASSIVE
9939,-0.42,Small,Medium,TMY,PASSIVE
9940,-0.42,Small,Medium,TMY,PASSIVE
9941,-0.4,Small,Medium,TMY,PASSIVE
9942,0.11,Small,Medium,TMY,PASSIVE
9943,0.4,Small,Medium,TMY,PASSIVE
9944,0.75,Small,Medium,TMY,PASSIVE
9945,2.01,Small,Medium,TMY,PASSIVE
9946,2.56,Small,Medium,TMY,PASSIVE
9947,2.74,Small,Medium,TMY,PASSIVE
9948,2.73,Small,Medium,TMY,PASSIVE
9949,2.27,Small,Medium,TMY,PASSIVE
9950,1.77,Small,Medium,TMY,PASSIVE
9951,1.03,Small,Medium,TMY,PASSIVE
9952,0.35,Small,Medium,TMY,PASSIVE
9953,0.11,Small,Medium,TMY,PASSIVE
9954,-0.41,Small,Medium,TMY,PASSIVE
9955,-0.45,Small,Medium,TMY,PASSIVE
9956,-0.47,Small,Medium,TMY,PASSIVE
9957,-0.46,Small,Medium,TMY,PASSIVE
9958,-0.45,Small,Medium,TMY,PASSIVE
9959,-0.49,Small,Medium,TMY,PASSIVE
9960,-0.51,Small,Medium,TMY,PASSIVE
9961,-0.53,Small,Medium,TMY,PASSIVE
9962,-0.54,Small,Medium,TMY,PASSIVE
9963,-0.55,Small,Medium,TMY,PASSIVE
9964,-0.56,Small,Medium,TMY,PASSIVE
9965,-0.55,Small,Medium,TMY,PASSIVE
9966,-0.23,Small,Medium,TMY,PASSIVE
9967,0.41,Small,Medium,TMY,PASSIVE
9968,0.99,Small,Medium,TMY,PASSIVE
9969,1.59,Small,Medium,TMY,PASSIVE
9970,2.72,Small,Medium,TMY,PASSIVE
9971,2.98,Small,Medium,TMY,PASSIVE
9972,2.39,Small,Medium,TMY,PASSIVE
9973,1.9,Small,Medium,TMY,PASSIVE
9974,1.27,Small,Medium,TMY,PASSIVE
9975,1.11,Small,Medium,TMY,PASSIVE
9976,0.41,Small,Medium,TMY,PASSIVE
9977,0.1,Small,Medium,TMY,PASSIVE
9978,-0.21,Small,Medium,TMY,PASSIVE
9979,-0.23,Small,Medium,TMY,PASSIVE
9980,-0.21,Small,Medium,TMY,PASSIVE
9981,-0.21,Small,Medium,TMY,PASSIVE
9982,-0.23,Small,Medium,TMY,PASSIVE
9983,-0.28,Small,Medium,TMY,PASSIVE
9984,-0.31,Small,Medium,TMY,PASSIVE
9985,-0.34,Small,Medium,TMY,PASSIVE
9986,-0.35,Small,Medium,TMY,PASSIVE
9987,-0.36,Small,Medium,TMY,PASSIVE
9988,-0.37,Small,Medium,TMY,PASSIVE
9989,-0.37,Small,Medium,TMY,PASSIVE
9990,0.11,Small,Medium,TMY,PASSIVE
9991,0.48,Small,Medium,TMY,PASSIVE
9992,0.7,Small,Medium,TMY,PASSIVE
9993,1.67,Small,Medium,TMY,PASSIVE
9994,2.22,Small,Medium,TMY,PASSIVE
9995,2.77,Small,Medium,TMY,PASSIVE
9996,2.9,Small,Medium,TMY,PASSIVE
9997,2.65,Small,Medium,TMY,PASSIVE
9998,2.03,Small,Medium,TMY,PASSIVE
9999,1.22,Small,Medium,TMY,PASSIVE
10000,0.33,Small,Medium,TMY,PASSIVE
10001,0.11,Small,Medium,TMY,PASSIVE
10002,-0.21,Small,Medium,TMY,PASSIVE
10003,-0.22,Small,Medium,TMY,PASSIVE
10004,-0.21,Small,Medium,TMY,PASSIVE
10005,-0.19,Small,Medium,TMY,PASSIVE
10006,-0.2,Small,Medium,TMY,PASSIVE
10007,-0.25,Small,Medium,TMY,PASSIVE
10008,-0.3,Small,Medium,TMY,PASSIVE
10009,-0.33,Small,Medium,TMY,PASSIVE
10010,-0.33,Small,Medium,TMY,PASSIVE
10011,-0.32,Small,Medium,TMY,PASSIVE
10012,-0.33,Small,Medium,TMY,PASSIVE
10013,-0.32,Small,Medium,TMY,PASSIVE
10014,-0.17,Small,Medium,TMY,PASSIVE
10015,0.39,Small,Medium,TMY,PASSIVE
10016,1.35,Small,Medium,TMY,PASSIVE
10017,2.15,Small,Medium,TMY,PASSIVE
10018,2.7,Small,Medium,TMY,PASSIVE
10019,2.96,Small,Medium,TMY,PASSIVE
10020,2.97,Small,Medium,TMY,PASSIVE
10021,2.67,Small,Medium,TMY,PASSIVE
10022,1.96,Small,Medium,TMY,PASSIVE
10023,1.2,Small,Medium,TMY,PASSIVE
10024,0.62,Small,Medium,TMY,PASSIVE
10025,0.17,Small,Medium,TMY,PASSIVE
10026,-0.21,Small,Medium,TMY,PASSIVE
10027,-0.27,Small,Medium,TMY,PASSIVE
10028,-0.27,Small,Medium,TMY,PASSIVE
10029,-0.24,Small,Medium,TMY,PASSIVE
10030,-0.24,Small,Medium,TMY,PASSIVE
10031,-0.27,Small,Medium,TMY,PASSIVE
10032,-0.3,Small,Medium,TMY,PASSIVE
10033,-0.34,Small,Medium,TMY,PASSIVE
10034,-0.36,Small,Medium,TMY,PASSIVE
10035,-0.38,Small,Medium,TMY,PASSIVE
10036,-0.39,Small,Medium,TMY,PASSIVE
10037,-0.38,Small,Medium,TMY,PASSIVE
10038,0.11,Small,Medium,TMY,PASSIVE
10039,0.61,Small,Medium,TMY,PASSIVE
10040,0.96,Small,Medium,TMY,PASSIVE
10041,2.18,Small,Medium,TMY,PASSIVE
10042,2.58,Small,Medium,TMY,PASSIVE
10043,1.01,Small,Medium,TMY,PASSIVE
10044,1.18,Small,Medium,TMY,PASSIVE
10045,2.08,Small,Medium,TMY,PASSIVE
10046,2.21,Small,Medium,TMY,PASSIVE
10047,1.1,Small,Medium,TMY,PASSIVE
10048,0.44,Small,Medium,TMY,PASSIVE
10049,0.21,Small,Medium,TMY,PASSIVE
10050,-0.22,Small,Medium,TMY,PASSIVE
10051,-0.22,Small,Medium,TMY,PASSIVE
10052,-0.21,Small,Medium,TMY,PASSIVE
10053,-0.2,Small,Medium,TMY,PASSIVE
10054,-0.21,Small,Medium,TMY,PASSIVE
10055,-0.25,Small,Medium,TMY,PASSIVE
10056,-0.28,Small,Medium,TMY,PASSIVE
10057,-0.29,Small,Medium,TMY,PASSIVE
10058,-0.32,Small,Medium,TMY,PASSIVE
10059,-0.32,Small,Medium,TMY,PASSIVE
10060,-0.31,Small,Medium,TMY,PASSIVE
10061,-0.3,Small,Medium,TMY,PASSIVE
10062,-0.11,Small,Medium,TMY,PASSIVE
10063,0.35,Small,Medium,TMY,PASSIVE
10064,0.46,Small,Medium,TMY,PASSIVE
10065,0.71,Small,Medium,TMY,PASSIVE
10066,0.77,Small,Medium,TMY,PASSIVE
10067,0.55,Small,Medium,TMY,PASSIVE
10068,0.7,Small,Medium,TMY,PASSIVE
10069,0.81,Small,Medium,TMY,PASSIVE
10070,1.04,Small,Medium,TMY,PASSIVE
10071,0.99,Small,Medium,TMY,PASSIVE
10072,0.39,Small,Medium,TMY,PASSIVE
10073,0.14,Small,Medium,TMY,PASSIVE
10074,-0.27,Small,Medium,TMY,PASSIVE
10075,-0.23,Small,Medium,TMY,PASSIVE
10076,-0.19,Small,Medium,TMY,PASSIVE
10077,-0.22,Small,Medium,TMY,PASSIVE
10078,-0.25,Small,Medium,TMY,PASSIVE
10079,-0.27,Small,Medium,TMY,PASSIVE
10080,-0.29,Small,Medium,TMY,PASSIVE
10081,-0.3,Small,Medium,TMY,PASSIVE
10082,-0.3,Small,Medium,TMY,PASSIVE
10083,-0.26,Small,Medium,TMY,PASSIVE
10084,-0.24,Small,Medium,TMY,PASSIVE
10085,-0.2,Small,Medium,TMY,PASSIVE
